process_id,task_count,process_name,start_time,end_time,workflow_size
292711,30,circ_ods_circgf_incr_trans_range_520000_贵州_多批次_并行-1-20250924160218074,2025-09-24 16:02:19,2025-09-24 16:13:05,medium
290531,15,CIRCCISGF_Job_【数据校验】(510000_四川)-1-20250924022323837,2025-09-24 02:23:24,2025-09-24 02:27:58,medium
293020,1,商版B集群活跃master、worker数统计-2-20250924170000241,2025-09-24 17:00:00,2025-09-24 17:00:05,small
290537,15,CIRCCISGF_Job_【数据校验】(370000_山东)-1-20250924022514367,2025-09-24 02:25:14,2025-09-24 02:28:21,medium
294376,1,商版B集群活跃master、worker数统计-2-20250925124000407,2025-09-25 12:40:00,2025-09-25 12:40:03,small
293098,7,circ_proc_m_checkkpi_43-49-2-20250924193000358,2025-09-24 19:30:01,2025-09-24 19:30:24,small
291272,1,商版B集群活跃master、worker数统计-2-20250924063000515,2025-09-24 06:30:01,2025-09-24 06:30:04,small
293864,21,circ_ods_circgf_cs_610000_陕西_并行-1-20250925051825708,2025-09-25 05:18:26,2025-09-25 05:33:22,medium
290579,40,保单登记多批次调度_650000_新疆-5-20250924025001267,2025-09-24 02:50:01,2025-09-24 04:28:06,large
290692,38,east_ods_eastjt_agent_360000_江西-1-20250924030915119,2025-09-24 03:09:16,2025-09-24 03:17:35,large
294442,8,cis_proc_item_data_mrep_X_650000_新疆-1-20250925140001751,2025-09-25 14:00:02,2025-09-25 14:00:34,small
291283,61,circ_ods_circgf_acc_530000_云南_并行-3-20250924064039544,2025-09-24 06:40:40,2025-09-24 07:26:52,large
291244,61,circ_ods_circgf_agent_630000_青海_并行-2-20250924061047987,2025-09-24 06:10:48,2025-09-24 06:40:33,large
293175,21,CIRCCISGF_Job_【加工+校验+INC】（3开头省份）-1-20250925020242763,2025-09-25 02:02:43,2025-09-25 02:27:16,medium
293334,15,east_ods_eastjt_incr_cmds_310000_上海-1-20250925030302951,2025-09-25 03:03:04,2025-09-25 03:07:54,medium
293568,51,east_ods_eastjt_acc_520000_贵州-2-20250925035050223,2025-09-25 03:50:51,2025-09-25 04:05:00,large
293884,21,circ_ods_circgf_cs_410000_河南_并行-1-20250925051855747,2025-09-25 05:18:56,2025-09-25 05:34:39,medium
291854,34,east_ods_eastjt_cont_jt_110000_北京-4-20250924112345497,2025-09-24 11:23:46,2025-09-24 11:23:54,large
291159,21,circ_ods_circgf_cs_660000_重庆_并行-1-20250924051635694,2025-09-24 05:16:36,2025-09-24 05:31:28,medium
291646,1,检测下线违规定时任务-2-20250924110000838,2025-09-24 11:00:01,2025-09-24 11:00:02,small
293007,46,circ_ods_circgf_cont_other_460000_海南_多批次_并行-1-20250924165747386,2025-09-24 16:57:48,2025-09-24 17:07:26,large
291620,28,CIRC_PI【所有模块(36)_数据加工】(350000_福建)-1-20250924100722413,2025-09-24 10:07:23,2025-09-24 10:23:45,medium
291069,21,circ_ods_circgf_incr_cmds_650000_新疆_并行-1-20250924050143669,2025-09-24 05:01:44,2025-09-24 05:09:12,medium
291601,28,CIRC_PI【所有模块(36)_数据加工】(440200_深圳)-1-20250924100722304,2025-09-24 10:07:23,2025-09-24 10:19:10,medium
291172,21,circ_ods_circgf_cs_430000_湖南_并行-1-20250924051636228,2025-09-24 05:16:37,2025-09-24 05:31:46,medium
293131,1,商版B集群活跃master、worker数统计-2-20250924222000234,2025-09-24 22:20:00,2025-09-24 22:20:04,small
291667,20,east_ods_eastjt_incr_trans_range_340000_安徽-1-20250924111018422,2025-09-24 11:10:19,2025-09-24 11:14:12,medium
291580,3,CIRC_PI【交易表_数据加工_stage1】(330000_浙江)-1-20250924100141180,2025-09-24 10:01:42,2025-09-24 10:06:04,small
293639,1,east_ods_eastjt_reinsure_530000_云南-1-20250925040950499,2025-09-25 04:09:51,2025-09-25 04:09:51,small
290593,20,east_ods_eastjt_incr_trans_range_450000_广西-1-20250924025001480,2025-09-24 02:50:02,2025-09-24 03:01:35,medium
293933,23,circ_ods_circgf_cont_v8_440000_广东_并行-2-20250925054416748,2025-09-25 05:44:18,2025-09-25 06:01:43,medium
291154,21,circ_ods_circgf_cs_530000_云南_并行-1-20250924051606181,2025-09-24 05:16:07,2025-09-24 05:31:32,medium
291262,61,circ_ods_circgf_agent_650000_新疆_并行-2-20250924061458001,2025-09-24 06:14:58,2025-09-24 06:45:30,large
291803,26,east_ods_eastjt_agent_230000_黑龙江-1-20250924112313451,2025-09-24 11:23:14,2025-09-24 11:23:21,medium
293089,1,商版B集群活跃master、worker数统计-2-20250924184000424,2025-09-24 18:40:00,2025-09-24 18:40:04,small
290591,20,east_ods_eastjt_incr_trans_range_510000_四川-1-20250924025001472,2025-09-24 02:50:02,2025-09-24 03:01:23,medium
293800,21,circ_ods_circgf_incr_cmds_450000_广西_并行-1-20250925050353771,2025-09-25 05:03:54,2025-09-25 05:12:15,medium
294474,6,cis_prep_circ_data_mrep_x_110000_北京-2-20250925140033031,2025-09-25 14:00:33,2025-09-25 14:00:52,small
292045,1,检测下线违规定时任务-2-20250924120000793,2025-09-24 12:00:01,2025-09-24 12:00:01,small
292835,19,circ_ods_circgf_cs_340000_安徽_多批次_并行-1-20250924163128251,2025-09-24 16:31:28,2025-09-24 16:36:50,medium
291184,65,circ_ods_circgf_claim_630000_青海_并行-1-20250924052926749,2025-09-24 05:29:27,2025-09-24 06:10:44,large
293344,15,east_ods_eastjt_incr_cmds_350000_福建-1-20250925030303109,2025-09-25 03:03:04,2025-09-25 03:07:16,medium
291816,34,east_ods_eastjt_cont_jt_630000_青海-1-20250924112326838,2025-09-24 11:23:27,2025-09-24 11:23:34,large
290445,1,商版B集群活跃master、worker数统计-2-20250924004000806,2025-09-24 00:40:01,2025-09-24 00:40:04,small
294354,1,商版B集群活跃master、worker数统计-2-20250925103000973,2025-09-25 10:30:01,2025-09-25 10:30:07,small
290867,51,east_ods_eastjt_acc_210000_辽宁-2-20250924035410361,2025-09-24 03:54:11,2025-09-24 04:08:07,large
291960,38,east_ods_eastjt_acc_520000_贵州-2-20250924112853934,2025-09-24 11:28:54,2025-09-24 11:38:33,large
290949,19,east_eastjt_eastjt_end_updte_330000_浙江-1-20250924042301478,2025-09-24 04:23:02,2025-09-24 04:25:20,medium
290906,19,east_eastjt_eastjt_end_updte_440200_深圳-1-20250924040612886,2025-09-24 04:06:13,2025-09-24 04:12:26,medium
291791,13,east_eastjt_ods_return_310000_上海-1-20250924112125474,2025-09-24 11:21:26,2025-09-24 11:23:48,medium
292860,26,circ_ods_circgf_agent_620000_甘肃_多批次_并行-4-20250924163540083,2025-09-24 16:35:40,2025-09-24 16:35:51,medium
293545,21,east_ods_eastjt_cs_370200_青岛-1-20250925034728357,2025-09-25 03:47:29,2025-09-25 03:52:35,medium
292712,30,circ_ods_circgf_incr_trans_range_440000_广东_多批次_并行-1-20250924160218833,2025-09-24 16:02:19,2025-09-24 16:14:26,medium
294488,4,cis_mrep_fact_cur_data_load_x_420000_湖北-1-20250925140102205,2025-09-25 14:01:03,2025-09-25 14:01:08,small
292857,33,circ_ods_circgf_claim_620000_甘肃_多批次_并行-1-20250924163519067,2025-09-24 16:35:20,2025-09-24 16:35:35,large
291657,1,商版B集群活跃master、worker数统计-2-20250924111000327,2025-09-24 11:10:00,2025-09-24 11:10:05,small
290376,1,检测下线违规定时任务-2-20250923182000275,2025-09-23 18:20:00,2025-09-23 18:20:01,small
294564,15,circ_circjt1_his_cur_trunc_all-11-20250925170000218,2025-09-25 17:00:00,2025-09-25 17:00:48,medium
293829,28,circ_circgf_ods_return_360000_江西-2-20250925051154837,2025-09-25 05:11:56,2025-09-25 05:18:23,medium
293891,1,商版B集群活跃master、worker数统计-2-20250925052000697,2025-09-25 05:20:01,2025-09-25 05:20:05,small
293832,28,circ_circgf_ods_return_530000_云南-2-20250925051204846,2025-09-25 05:12:05,2025-09-25 05:18:23,medium
291353,23,circ_ods_circgf_cont_v8_210200_大连_并行-2-20250924072011269,2025-09-24 07:20:12,2025-09-24 07:33:09,medium
290885,19,east_eastjt_eastjt_end_updte_210200_大连-1-20250924040451814,2025-09-24 04:04:52,2025-09-24 04:11:44,medium
290950,15,east_eastjt_eastjt_end_36_330000_浙江-1-20250924042723475,2025-09-24 04:27:24,2025-09-24 04:27:59,medium
293843,28,circ_circgf_ods_return_120000_天津-2-20250925051234690,2025-09-25 05:12:35,2025-09-25 05:18:23,medium
291382,57,circ_ods_circgf_cont_other_210200_大连_并行-1-20250924073312414,2025-09-24 07:33:13,2025-09-24 07:54:49,large
291867,34,east_ods_eastjt_cont_jt_370200_青岛-1-20250924112349865,2025-09-24 11:23:51,2025-09-24 11:23:57,large
291400,19,circ_circgf_circgf_end_updte_320000_江苏-1-20250924074011450,2025-09-24 07:40:12,2025-09-24 07:59:09,medium
290546,40,保单登记多批次调度_350200_厦门-3-20250924025000160,2025-09-24 02:50:00,2025-09-24 04:28:05,large
291988,19,east_eastjt_eastjt_end_updte_340000_安徽-1-20250924113758517,2025-09-24 11:37:59,2025-09-24 11:43:28,medium
291276,61,circ_ods_circgf_acc_440000_广东_并行-3-20250924063809530,2025-09-24 06:38:10,2025-09-24 07:17:18,large
293816,28,circ_circgf_ods_return_630000_青海-2-20250925051124634,2025-09-25 05:11:25,2025-09-25 05:16:39,medium
293572,51,east_ods_eastjt_acc_610000_陕西-2-20250925035110226,2025-09-25 03:51:11,2025-09-25 04:07:23,large
291087,21,circ_ods_circgf_incr_cmds_530000_云南_并行-1-20250924050144146,2025-09-24 05:01:44,2025-09-24 05:09:10,medium
291040,30,circ_ods_circgf_incr_trans_range_150000_内蒙_并行-1-20250924043741522,2025-09-24 04:37:42,2025-09-24 04:53:10,medium
291999,1,east_ods_eastjt_reinsure_520000_贵州-1-20250924113834923,2025-09-24 11:38:36,2025-09-24 11:38:36,small
290976,15,east_eastjt_eastjt_end_36_130000_河北-1-20250924042725493,2025-09-24 04:27:26,2025-09-24 04:27:57,medium
293415,1,商版B集群活跃master、worker数统计-2-20250925031000064,2025-09-25 03:10:00,2025-09-25 03:10:05,small
293994,61,circ_ods_circgf_acc_370000_山东_并行-3-20250925064419302,2025-09-25 06:44:20,2025-09-25 07:54:05,large
292960,37,circ_ods_circgf_cont_dx_220000_吉林_多批次_并行-1-20250924164554300,2025-09-24 16:45:55,2025-09-24 16:52:44,large
291837,26,east_ods_eastjt_agent_210200_大连-1-20250924112337488,2025-09-24 11:23:38,2025-09-24 11:23:46,medium
290942,1,east_ods_eastjt_reinsure_370000_山东-1-20250924041720425,2025-09-24 04:17:21,2025-09-24 04:17:21,small
291035,30,circ_ods_circgf_incr_trans_range_610000_陕西_并行-1-20250924043741514,2025-09-24 04:37:42,2025-09-24 04:58:51,medium
290549,40,保单登记多批次调度_330000_浙江-3-20250924025000186,2025-09-24 02:50:00,2025-09-24 04:28:04,large
293016,46,circ_ods_circgf_cont_other_440200_深圳_多批次_并行-1-20250924165845430,2025-09-24 16:58:46,2025-09-24 17:09:51,large
294328,28,CIRC_PI【所有模块(36)_数据加工】(350000_福建)-1-20250925100601939,2025-09-25 10:06:03,2025-09-25 10:22:20,medium
293101,7,circ_proc_m_checkkpi_22-28-2-20250924193000401,2025-09-24 19:30:01,2025-09-24 19:30:26,small
290774,45,east_ods_eastjt_claim_420000_湖北-1-20250924033357718,2025-09-24 03:33:59,2025-09-24 03:46:37,large
294243,1,检测下线违规定时任务-2-20250925084000450,2025-09-25 08:40:00,2025-09-25 08:40:01,small
291289,61,circ_ods_circgf_acc_330200_宁波_并行-3-20250924064119076,2025-09-24 06:41:19,2025-09-24 07:16:52,large
294107,57,circ_ods_circgf_cont_other_620000_甘肃_并行-1-20250925074213575,2025-09-25 07:42:14,2025-09-25 08:05:20,large
294408,8,cis_proc_item_data_mrep_X_520000_贵州-1-20250925140001014,2025-09-25 14:00:01,2025-09-25 14:00:26,small
293152,1,商版B集群活跃master、worker数统计-2-20250925001000708,2025-09-25 00:10:01,2025-09-25 00:10:04,small
290940,1,east_ods_eastjt_reinsure_440000_广东-1-20250924041030879,2025-09-24 04:10:31,2025-09-24 04:10:32,small
291343,33,circ_ods_circgf_cont_dx_140000_山西_并行-1-20250924071720754,2025-09-24 07:17:21,2025-09-24 07:28:53,large
293685,15,east_eastjt_eastjt_end_36_630000_青海-1-20250925042753566,2025-09-25 04:27:54,2025-09-25 04:28:30,medium
294365,1,商版B集群活跃master、worker数统计-2-20250925112000699,2025-09-25 11:20:01,2025-09-25 11:20:08,small
291161,21,circ_ods_circgf_cs_610000_陕西_并行-1-20250924051635706,2025-09-24 05:16:36,2025-09-24 05:31:31,medium
290677,13,east_eastjt_ods_return_230000_黑龙江-1-20250924030655106,2025-09-24 03:06:55,2025-09-24 03:09:25,medium
290818,21,east_ods_eastjt_cs_440200_深圳-1-20250924034639771,2025-09-24 03:46:40,2025-09-24 03:51:00,medium
290729,34,east_ods_eastjt_cont_jt_460000_海南-1-20250924031726615,2025-09-24 03:17:27,2025-09-24 03:34:03,large
292904,28,circ_circgf_ods_return_510000_四川_多批次_并行-4-20250924163906064,2025-09-24 16:39:06,2025-09-24 16:42:03,medium
290510,15,CIRCCISGF_Job_【数据校验】(120000_天津)-1-20250924022034333,2025-09-24 02:20:35,2025-09-24 02:26:11,medium
291180,1,检测下线违规定时任务-2-20250924052000388,2025-09-24 05:20:00,2025-09-24 05:20:01,small
291656,15,保单登记多批次调度_230000_黑龙江-3-20250924110958775,2025-09-24 13:09:51,2025-09-24 13:10:42,medium
291561,3,CIRC_PI【交易表_数据加工_stage1】(370200_青岛)-1-20250924100140937,2025-09-24 10:01:42,2025-09-24 10:05:30,small
293792,21,circ_ods_circgf_incr_cmds_520000_贵州_并行-1-20250925050353614,2025-09-25 05:03:54,2025-09-25 05:11:20,medium
291109,28,circ_circgf_ods_return_110000_北京-3-20250924050844704,2025-09-24 05:08:46,2025-09-24 05:15:33,medium
292065,15,east_eastjt_eastjt_end_36_230000_黑龙江-1-20250924130950948,2025-09-24 13:09:52,2025-09-24 13:10:40,medium
291086,21,circ_ods_circgf_incr_cmds_620000_甘肃_并行-1-20250924050144146,2025-09-24 05:01:44,2025-09-24 05:09:42,medium
290781,45,east_ods_eastjt_claim_460000_海南-1-20250924033407724,2025-09-24 03:34:08,2025-09-24 03:46:44,large
291735,15,east_ods_eastjt_incr_cmds_610000_陕西-1-20250924111612819,2025-09-24 11:16:14,2025-09-24 11:21:08,medium
291790,13,east_eastjt_ods_return_370000_山东-1-20250924112124909,2025-09-24 11:21:26,2025-09-24 11:23:43,medium
293221,15,CIRCCISGF_Job_【数据校验】(440000_广东)-1-20250925021905820,2025-09-25 02:19:07,2025-09-25 02:24:44,medium
292805,28,circ_circgf_ods_return_310000_上海_多批次_并行-4-20250924163012267,2025-09-24 16:30:13,2025-09-24 16:35:47,medium
291874,23,east_ods_eastjt_cs_330200_宁波-1-20250924112351867,2025-09-24 11:23:53,2025-09-24 11:28:05,medium
293087,1,商版B集群活跃master、worker数统计-2-20250924183000782,2025-09-24 18:30:01,2025-09-24 18:30:04,small
292077,15,east_eastjt_eastjt_end_36_630000_青海-1-20250924130951329,2025-09-24 13:09:52,2025-09-24 13:10:44,medium
293856,28,circ_circgf_ods_return_130000_河北-2-20250925051654880,2025-09-25 05:16:56,2025-09-25 05:31:03,medium
291238,61,circ_ods_circgf_agent_520000_贵州_并行-2-20250924061017465,2025-09-24 06:10:18,2025-09-24 06:40:10,large
290418,1,商版B集群活跃master、worker数统计-2-20250923215000553,2025-09-23 21:50:01,2025-09-23 21:50:04,small
290952,15,east_eastjt_eastjt_end_36_440000_广东-1-20250924042723913,2025-09-24 04:27:24,2025-09-24 04:28:02,medium
293499,45,east_ods_eastjt_claim_320000_江苏-1-20250925033507185,2025-09-25 03:35:08,2025-09-25 03:46:44,large
291570,3,CIRC_PI【交易表_数据加工_stage1】(610000_陕西)-1-20250924100141052,2025-09-24 10:01:42,2025-09-24 10:05:05,small
291429,19,circ_circgf_circgf_end_updte_660000_重庆-1-20250924075414440,2025-09-24 07:54:15,2025-09-24 08:05:41,medium
294042,33,circ_ods_circgf_cont_dx_610000_陕西_并行-1-20250925071730292,2025-09-25 07:17:31,2025-09-25 07:29:56,large
294572,15,circ_circgf1_his_cur_trunc_all-17-20250925173000403,2025-09-25 17:30:00,2025-09-25 17:30:47,medium
290882,1,east_ods_eastjt_reinsure_610000_陕西-1-20250924040451378,2025-09-24 04:04:52,2025-09-24 04:04:52,small
293338,15,east_ods_eastjt_incr_cmds_340000_安徽-1-20250925030302960,2025-09-25 03:03:04,2025-09-25 03:07:05,medium
293746,30,circ_ods_circgf_incr_trans_range_210200_大连_并行-1-20250925043741491,2025-09-25 04:37:42,2025-09-25 04:55:57,medium
291662,20,east_ods_eastjt_incr_trans_range_120000_天津-1-20250924111015833,2025-09-24 11:10:16,2025-09-24 11:14:09,medium
290407,1,商版B集群活跃master、worker数统计-2-20250923204000603,2025-09-23 20:40:01,2025-09-23 20:40:06,small
293821,28,circ_circgf_ods_return_330200_宁波-2-20250925051134644,2025-09-25 05:11:36,2025-09-25 05:18:00,medium
290377,1,商版B集群活跃master、worker数统计-2-20250923182000337,2025-09-23 18:20:00,2025-09-23 18:20:04,small
290737,34,east_ods_eastjt_cont_jt_210200_大连-1-20250924031736614,2025-09-24 03:17:37,2025-09-24 03:33:57,large
292944,33,circ_ods_circgf_claim_510000_四川_多批次_并行-1-20250924164408116,2025-09-24 16:44:08,2025-09-24 16:44:21,large
294153,19,circ_circgf_circgf_end_updte_630000_青海-1-20250925080124438,2025-09-25 08:01:25,2025-09-25 08:11:07,medium
291392,23,circ_ods_circgf_cont_v8_230000_黑龙江_并行-2-20250924073731416,2025-09-24 07:37:32,2025-09-24 07:47:32,medium
290392,7,circ_proc_m_checkkpi_22-28-2-20250923193001019,2025-09-23 19:30:02,2025-09-23 19:30:24,small
291048,30,circ_ods_circgf_incr_trans_range_210000_辽宁_并行-1-20250924043741984,2025-09-24 04:37:43,2025-09-24 04:59:29,medium
293151,1,商版B集群活跃master、worker数统计-2-20250925000001013,2025-09-25 00:00:01,2025-09-25 00:00:04,small
294457,8,cis_proc_item_data_mrep_X_220000_吉林-1-20250925140002239,2025-09-25 14:00:03,2025-09-25 14:00:33,small
291679,15,保单登记多批次调度_350200_厦门-3-20250924111025086,2025-09-24 13:09:51,2025-09-24 13:10:42,medium
294299,3,CIRC_PI【交易表_数据加工_stage1】(310000_上海)-1-20250925100140370,2025-09-25 10:01:41,2025-09-25 10:04:25,small
291121,28,circ_circgf_ods_return_340000_安徽-2-20250924050915174,2025-09-24 05:09:16,2025-09-24 05:16:31,medium
294150,57,circ_ods_circgf_cont_other_430000_湖南_并行-1-20250925080102621,2025-09-25 08:01:03,2025-09-25 08:12:07,large
290771,45,east_ods_eastjt_claim_150000_内蒙-1-20250924033348696,2025-09-24 03:33:49,2025-09-24 03:46:34,large
291557,3,CIRC_PI【交易表_数据加工_stage1】(360000_江西)-1-20250924100140885,2025-09-24 10:01:42,2025-09-24 10:05:11,small
292820,26,circ_ods_circgf_agent_370200_青岛_多批次_并行-4-20250924163048961,2025-09-24 16:30:49,2025-09-24 16:30:56,medium
293808,21,circ_ods_circgf_incr_cmds_360000_江西_并行-1-20250925050353789,2025-09-25 05:03:54,2025-09-25 05:11:50,medium
290620,15,east_ods_eastjt_incr_cmds_370000_山东-1-20250924030223063,2025-09-24 03:02:23,2025-09-24 03:06:45,medium
291452,1,circ_ods_circgf_reinsure_120000_天津-1-20250924075853952,2025-09-24 07:58:54,2025-09-24 07:58:56,small
292784,19,circ_ods_circgf_cs_440200_深圳_多批次_并行-1-20250924162759240,2025-09-24 16:28:00,2025-09-24 16:30:36,medium
292071,15,east_eastjt_eastjt_end_36_440000_广东-1-20250924130950954,2025-09-24 13:09:52,2025-09-24 13:10:51,medium
292713,30,circ_ods_circgf_incr_trans_range_410000_河南_多批次_并行-1-20250924160219075,2025-09-24 16:02:20,2025-09-24 16:14:03,medium
293908,65,circ_ods_circgf_claim_420000_湖北_并行-1-20250925053326955,2025-09-25 05:33:27,2025-09-25 06:18:26,large
293629,19,east_eastjt_eastjt_end_updte_220000_吉林-1-20250925040811439,2025-09-25 04:08:12,2025-09-25 04:13:24,medium
293369,13,east_eastjt_ods_return_340000_安徽-1-20250925030714056,2025-09-25 03:07:14,2025-09-25 03:09:38,medium
292571,1,检测下线违规定时任务-2-20250924152000300,2025-09-24 15:20:00,2025-09-24 15:20:01,small
292046,1,商版B集群活跃master、worker数统计-2-20250924121000064,2025-09-24 12:10:00,2025-09-24 12:10:04,small
293703,49,保单登记股份增量正式报送调度_440200_深圳-6-20250925043500500,2025-09-25 04:35:01,2025-09-25 08:32:19,large
294215,15,circ_circgf_circgf_end_36_330200_宁波-1-20250925082957596,2025-09-25 08:29:58,2025-09-25 08:32:11,medium
293352,14,east_ods_eastjt_incr_cmds_530000_云南-1-20250925030303127,2025-09-25 03:03:04,2025-09-25 03:07:28,medium
293195,15,CIRCCISGF_Job_【数据加工】(350200_厦门）-4-20250925020244039,2025-09-25 02:02:44,2025-09-25 02:20:12,medium
291094,21,circ_ods_circgf_incr_cmds_430000_湖南_并行-1-20250924050144160,2025-09-24 05:01:44,2025-09-24 05:10:40,medium
291331,33,circ_ods_circgf_cont_dx_220000_吉林_并行-1-20250924071330321,2025-09-24 07:13:31,2025-09-24 07:30:44,large
291426,19,circ_circgf_circgf_end_updte_340000_安徽-1-20250924075314973,2025-09-24 07:53:16,2025-09-24 08:05:26,medium
292875,26,circ_ods_circgf_agent_340000_安徽_多批次_并行-5-20250924163710332,2025-09-24 16:37:11,2025-09-24 16:37:19,medium
290868,51,east_ods_eastjt_acc_310000_上海-2-20250924035420363,2025-09-24 03:54:21,2025-09-24 04:08:35,large
293140,1,检测下线违规定时任务-2-20250924232000391,2025-09-24 23:20:00,2025-09-24 23:20:01,small
293869,21,circ_ods_circgf_cs_450000_广西_并行-1-20250925051825880,2025-09-25 05:18:26,2025-09-25 05:33:32,medium
290850,51,east_ods_eastjt_acc_620000_甘肃-2-20250924035110787,2025-09-24 03:51:11,2025-09-24 04:05:32,large
292868,35,circ_ods_circgf_acc_520000_贵州_多批次_并行-3-20250924163635309,2025-09-24 16:36:36,2025-09-24 16:49:01,large
294360,1,检测下线违规定时任务-2-20250925110000408,2025-09-25 11:00:00,2025-09-25 11:00:01,small
290874,138,east_eastjt_eastjt_rule_bcde_list-8-20250924040000927,2025-09-24 04:00:01,2025-09-24 04:27:08,large
292011,1,east_ods_eastjt_reinsure_140000_山西-1-20250924113851935,2025-09-24 11:38:53,2025-09-24 11:38:54,small
291675,20,east_ods_eastjt_incr_trans_range_310000_上海-1-20250924111022424,2025-09-24 11:10:23,2025-09-24 11:14:30,medium
293690,15,east_eastjt_eastjt_end_36_210000_辽宁-1-20250925042754441,2025-09-25 04:27:55,2025-09-25 04:28:36,medium
290595,20,east_ods_eastjt_incr_trans_range_330200_宁波-1-20250924025001484,2025-09-24 02:50:02,2025-09-24 03:00:51,medium
293212,15,CIRCCISGF_Job_【数据加工】(530000_云南）-1-20250925020244911,2025-09-25 02:02:46,2025-09-25 02:20:08,medium
293870,21,circ_ods_circgf_cs_150000_内蒙_并行-1-20250925051825888,2025-09-25 05:18:26,2025-09-25 05:34:00,medium
293396,13,east_eastjt_ods_return_520000_贵州-1-20250925030734997,2025-09-25 03:07:35,2025-09-25 03:10:25,medium
294419,2,大病四级月报总调度_640000_宁夏-1-20250925140001075,2025-09-25 14:00:01,2025-09-25 14:00:53,small
291257,61,circ_ods_circgf_agent_210000_辽宁_并行-2-20250924061258408,2025-09-24 06:12:59,2025-09-24 06:43:03,large
290862,51,east_ods_eastjt_acc_660000_重庆-2-20250924035339790,2025-09-24 03:53:41,2025-09-24 04:08:05,large
291385,57,circ_ods_circgf_cont_other_460000_海南_并行-1-20250924073442394,2025-09-24 07:34:43,2025-09-24 07:57:38,large
291817,26,east_ods_eastjt_agent_440200_深圳-1-20250924112326840,2025-09-24 11:23:27,2025-09-24 11:23:34,medium
291296,61,circ_ods_circgf_acc_310000_上海_并行-3-20250924064159100,2025-09-24 06:42:00,2025-09-24 07:15:11,large
293689,15,east_eastjt_eastjt_end_36_650000_新疆-1-20250925042754440,2025-09-25 04:27:55,2025-09-25 04:28:35,medium
290890,1,east_ods_eastjt_reinsure_630000_青海-1-20250924040511382,2025-09-24 04:05:12,2025-09-24 04:05:13,small
294375,1,商版B集群活跃master、worker数统计-2-20250925123000988,2025-09-25 12:30:01,2025-09-25 12:30:04,small
294144,19,circ_circgf_circgf_end_updte_650000_新疆-1-20250925075914428,2025-09-25 07:59:15,2025-09-25 08:10:00,medium
291437,1,circ_ods_circgf_reinsure_650000_新疆-1-20250924075723510,2025-09-24 07:57:24,2025-09-24 07:57:25,small
294409,8,cis_proc_item_data_mrep_X_630000_青海-1-20250925140001015,2025-09-25 14:00:02,2025-09-25 14:00:31,small
292879,35,circ_ods_circgf_acc_110000_北京_多批次_并行-4-20250924163717079,2025-09-24 16:37:18,2025-09-24 16:47:08,large
292918,26,circ_ods_circgf_agent_420000_湖北_多批次_并行-4-20250924164031027,2025-09-24 16:40:32,2025-09-24 16:40:39,medium
294553,7,circ_proc_m_checkkpi_15-21-3-20250925162000838,2025-09-25 16:20:02,2025-09-25 16:20:25,small
293868,21,circ_ods_circgf_cs_330000_浙江_并行-1-20250925051825873,2025-09-25 05:18:26,2025-09-25 05:33:22,medium
294490,4,cis_mrep_fact_cur_data_load_x_330000_浙江-1-20250925140102206,2025-09-25 14:01:02,2025-09-25 14:01:07,small
294026,1,检测下线违规定时任务-2-20250925070000275,2025-09-25 07:00:00,2025-09-25 07:00:01,small
293948,61,circ_ods_circgf_agent_110000_北京_并行-11-20250925061018140,2025-09-25 06:10:18,2025-09-25 06:40:46,large
293860,21,circ_ods_circgf_cs_620000_甘肃_并行-1-20250925051816857,2025-09-25 05:18:17,2025-09-25 05:33:22,medium
293495,45,east_ods_eastjt_claim_530000_云南-1-20250925033447323,2025-09-25 03:34:48,2025-09-25 03:46:47,large
291594,12,【惠民保调度_36】【所有模块】_省份三部-2-20250924100722165,2025-09-24 10:07:22,2025-09-24 10:23:53,medium
291323,1,circ_ods_circgf_reinsure_410000_河南-1-20250924071120310,2025-09-24 07:11:21,2025-09-24 07:11:22,small
291028,30,circ_ods_circgf_incr_trans_range_310000_上海_并行-1-20250924043741494,2025-09-24 04:37:42,2025-09-24 04:56:17,medium
291708,20,east_ods_eastjt_incr_trans_range_610000_陕西-1-20250924111110780,2025-09-24 11:11:12,2025-09-24 11:15:05,medium
291670,20,east_ods_eastjt_incr_trans_range_210000_辽宁-1-20250924111019831,2025-09-24 11:10:20,2025-09-24 11:14:20,medium
292000,1,east_ods_eastjt_reinsure_650000_新疆-1-20250924113836925,2025-09-24 11:38:37,2025-09-24 11:38:39,small
293269,40,保单登记多批次调度_350000_福建-3-20250925025000569,2025-09-25 02:50:01,2025-09-25 04:28:35,large
292004,1,east_ods_eastjt_reinsure_120000_天津-1-20250924113844931,2025-09-24 11:38:45,2025-09-24 11:38:47,small
294414,2,大病四级月报总调度_330200_宁波-1-20250925140001036,2025-09-25 14:00:02,2025-09-25 14:01:03,small
293281,40,保单登记多批次调度_110000_北京-3-20250925025000604,2025-09-25 02:50:01,2025-09-25 04:28:45,large
291539,1,商版B集群活跃master、worker数统计-2-20250924092000144,2025-09-24 09:20:00,2025-09-24 09:20:17,small
292892,33,circ_ods_circgf_claim_450000_广西_多批次_并行-1-20250924163807018,2025-09-24 16:38:08,2025-09-24 16:38:18,large
293001,37,circ_ods_circgf_cont_dx_350200_厦门_多批次_并行-1-20250924165645341,2025-09-24 16:56:46,2025-09-24 17:07:36,large
